#iteracion,cantidad clocks
1,38736644
2,38473612
3,38477532
4,37658664
5,37621049
6,37617519
7,37626915
8,37795270
9,37616658
10,38407992
11,38817098
12,38774258
13,38610425
14,38414638
15,38549892
16,38843837
17,38407329
18,38461928
19,38258191
20,38157131
21,37821893
22,37626369
23,37642209
24,37615244
25,37617735
26,37628560
27,37612547
28,37615420
29,37650911
30,37614377
31,37652564
32,37642451
33,37630745
34,37939965
35,37721594
36,37628239
37,37833503
38,37811928
39,37632028
40,37629749
41,37615318
42,37616078
43,37764718
44,37812595
45,37617712
46,37650065
47,37613590
48,37746069
49,37859520
50,37626938
51,37627974
52,37626524
53,37614814
54,37634786
55,37620817
56,38034706
57,37680666
58,37598246
59,37613415
60,38536383
61,38100261
62,37672898
63,37825644
64,37744347
65,37633562
66,37631160
67,37616655
68,37614092
69,37626695
70,37609418
71,37612374
72,37625627
73,37614256
74,38092146
75,38291407
76,38227875
77,37876185
78,37641434
79,37612406
80,37626668
81,37835313
82,37652212
83,37700265
84,37620209
85,37616736
86,37795102
87,37665930
88,37615927
89,37629146
90,37615280
91,37633067
92,37676596
93,37614200
94,37630578
95,37611802
96,37612665
97,37837084
98,37619610
99,37610929
100,37624233
