#iteracion,cantidad clocks
1,14531440
2,13893877
3,13774986
4,13930501
5,14089233
6,14484473
7,13965877
8,13773750
9,13790592
10,13699715
11,13645465
12,13750113
13,13663720
14,13662228
15,13809188
16,13686826
17,13701348
18,13666097
19,13662324
20,13777083
21,13668379
22,13686525
23,13665953
24,13786613
25,13694483
26,14008438
27,13992564
28,13887341
29,14004938
30,14045752
31,14033201
32,14080135
33,15121546
34,14031599
35,17726542
36,14327703
37,14805339
38,14144183
39,14309699
40,14076261
41,14391285
42,14205315
43,14061869
44,14100713
45,14072934
46,14228495
47,13940200
48,14120600
49,14059493
50,14128823
51,13771182
52,13893264
53,13844508
54,13744133
55,13666786
56,13654033
57,13702639
58,13738797
59,13641363
60,13715245
61,13666326
62,13770774
63,13724342
64,13729198
65,13736245
66,14017303
67,14012125
68,13998219
69,13976466
70,14014219
71,13674411
72,13707285
73,13784955
74,13677897
75,13680075
76,13905821
77,13674803
78,13734160
79,13709983
80,13671090
81,13837481
82,13731786
83,13687926
84,13661426
85,13698886
86,13663592
87,13690923
88,13659798
89,13696093
90,13658319
91,13652593
92,13764230
93,13682488
94,13661546
95,13683739
96,13775808
97,13735297
98,13655550
99,13720362
100,13662733
