#iteracion,cantidad clocks
1,75860253
2,74241435
3,74822193
4,74941811
5,76279257
6,77161457
7,77590795
8,77448803
9,75081571
10,74738729
11,74307581
12,74389559
13,74589699
14,74244115
15,74142885
16,74246713
17,74513085
18,74309187
19,74260692
20,74359617
21,74242158
22,74220875
23,74388241
24,75949138
25,75287110
26,85174528
27,79852277
28,74583338
29,75268503
30,75701792
31,74228501
32,74200889
33,74186864
34,74168426
35,74236433
36,74247580
37,74484579
38,74179971
39,74211049
40,74225573
41,74185731
42,74478081
43,74194313
44,74202444
45,74452742
46,74195780
47,74184888
48,74595499
49,74479598
50,74238729
51,74384721
52,74230722
53,74173327
54,74163863
55,74228326
56,74184822
57,74198256
58,74475857
59,74779572
60,76564184
61,77037094
62,76891865
63,82104326
64,83707943
65,81699228
66,76952862
67,76714601
68,76852084
69,76895857
70,76831453
71,77186524
72,77628975
73,76384813
74,76563899
75,87465832
76,82483601
77,77053930
78,85046980
79,76696044
80,76379245
81,76602774
82,76847445
83,76626801
84,76477477
85,76501646
86,76617823
87,76703145
88,76549795
89,75726697
90,75245525
91,74298345
92,74301599
93,76161256
94,74688831
95,74508948
96,74190335
97,74191301
98,74200502
99,74476106
100,74442869
