#iteracion,cantidad clocks
1,5183345
2,4670802
3,4575147
4,4511746
5,4456165
6,4381206
7,4335464
8,4521458
9,4450725
10,4337164
11,4337222
12,4399351
13,4339010
14,4335928
15,4429245
16,4340032
17,4336573
18,4336431
19,4396928
20,4342499
21,4335947
22,4336010
23,4410386
24,4337576
25,4337094
26,4426402
27,4342431
28,4336333
29,4335420
30,4399254
31,4343496
32,4335936
33,4335623
34,4394853
35,4335316
36,4336170
37,4420049
38,4336624
39,4336324
40,4336163
41,4396418
42,4340384
43,4336920
44,4335480
45,4393082
46,4457339
47,4431365
48,4443972
49,4349890
50,4339495
51,4337142
52,4404689
53,4338030
54,4337323
55,4336632
56,4397694
57,4336292
58,4336816
59,4336262
60,4441059
61,4338319
62,4336789
63,4361461
64,4335983
65,4336745
66,4336451
67,4393003
68,4337782
69,4412878
70,4457706
71,4577417
72,4400870
73,4346640
74,4494101
75,4477365
76,4346625
77,4342514
78,4575571
79,4474566
80,4361410
81,4683093
82,4630689
83,4601240
84,4550599
85,4570880
86,4543657
87,4489771
88,4561368
89,4509510
90,4707889
91,4532453
92,4839169
93,4468869
94,4473253
95,4524980
96,4492229
97,4591276
98,4473171
99,4564150
100,4669513
