#iteracion,cantidad clocks
1,7806813
2,7103850
3,6792024
4,6845957
5,6808155
6,6887638
7,6779516
8,6778416
9,6801932
10,6777578
11,6810039
12,6780846
13,6828656
14,6777773
15,6780411
16,6842504
17,6785630
18,6830586
19,6790500
20,6800109
21,6781683
22,6779650
23,6806598
24,6781412
25,6831934
26,6787706
27,6802182
28,6778390
29,6779618
30,6826739
31,6778810
32,6797632
33,6777729
34,6780252
35,6828828
36,6786357
37,6829497
38,6780381
39,6803227
40,6780712
41,6779915
42,6801285
43,6778708
44,6854515
45,7007225
46,6918952
47,6914641
48,6796506
49,6857508
50,6788271
51,6837876
52,7000081
53,7082369
54,7163674
55,7028294
56,7151250
57,6865333
58,7157249
59,7063588
60,7173032
61,7058882
62,7136575
63,7211125
64,7096326
65,7085906
66,6795770
67,7181384
68,7061883
69,7797924
70,7766702
71,7131604
72,6993875
73,6784119
74,7197829
75,6969301
76,7077129
77,7006155
78,7031416
79,6858861
80,6902773
81,6918893
82,6782428
83,7100862
84,6921284
85,7025210
86,6877581
87,6921904
88,6909755
89,6780528
90,7030402
91,6778498
92,6994082
93,6854529
94,6913036
95,6907236
96,6782151
97,7065865
98,6779672
99,6836161
100,6776240
