#iteracion,cantidad clocks
1,11858106
2,11569164
3,11513170
4,11560263
5,11515937
6,11545037
7,11510065
8,11489038
9,11507981
10,11630709
11,11512474
12,11596517
13,11539655
14,11511226
15,11537612
16,11506996
17,11540196
18,11507370
19,11485488
20,11504577
21,11583978
22,11489207
23,11550432
24,11557968
25,11510129
26,11498807
27,11782268
28,11861310
29,11562467
30,11623504
31,12061310
32,12001635
33,11925363
34,11962337
35,11989943
36,11827912
37,13084779
38,12022911
39,12020468
40,12523954
41,13148851
42,17672060
43,16262019
44,12037221
45,17231624
46,27405033
47,11914026
48,11788733
49,11780093
50,11695645
51,11865240
52,11680886
53,11490279
54,11585539
55,11580592
56,11512205
57,11488751
58,11563252
59,11547267
60,11492829
61,11612154
62,11511405
63,11670360
64,11548437
65,11561081
66,11508908
67,11536186
68,11491092
69,11513827
70,11558776
71,11503721
72,11536601
73,11509717
74,11580313
75,11492340
76,11562032
77,11509850
78,11590876
79,11541735
80,11505501
81,11552305
82,11487236
83,11534293
84,11511274
85,11486187
86,11506099
87,11831948
88,11512474
89,11762136
90,11543440
91,11513540
92,11509648
93,11525671
94,11532543
95,11509438
96,11586612
97,11509694
98,11533225
99,11549135
100,11497399
