#iteracion,cantidad clocks
1,7503505
2,6732783
3,6998335
4,6754180
5,6770970
6,6708992
7,6709282
8,6732249
9,6709191
10,6759326
11,6709779
12,6732515
13,6709514
14,6709737
15,6730247
16,6709679
17,6758424
18,6709641
19,6731336
20,6708352
21,6708702
22,6730233
23,6708215
24,6757506
25,6708838
26,6708128
27,6732866
28,6709221
29,6757497
30,6708559
31,6731640
32,6974696
33,7119450
34,6778866
35,6709947
36,6804536
37,6709233
38,6730562
39,6707448
40,6709186
41,6758179
42,7107039
43,8316936
44,8520940
45,8237910
46,7438683
47,7722009
48,7435470
49,7826127
50,7434520
51,6955513
52,6930757
53,7098620
54,7392090
55,7128745
56,7147727
57,6877276
58,7120613
59,7028944
60,8204540
61,7144835
62,6873441
63,7074434
64,6949557
65,6993364
66,6970786
67,7330580
68,7036749
69,6941356
70,6875466
71,6878810
72,6937602
73,6955637
74,7039162
75,6994889
76,7266322
77,6884138
78,6709876
79,7157757
80,6709418
81,6929580
82,6765422
83,6908083
84,6823730
85,6708910
86,6977183
87,6758854
88,6934793
89,6772406
90,6794579
91,6709763
92,6709232
93,6778345
94,6709095
95,6766849
96,6709303
97,6794091
98,6708810
99,6707581
100,6790158
