#iteracion,cantidad clocks
1,2551841
2,2338964
3,2374085
4,2340043
5,2396459
6,2391520
7,2505654
8,2336209
9,2332675
10,2430789
11,2348435
12,2443790
13,2389801
14,2347706
15,2335181
16,2412384
17,2340851
18,2336769
19,2332578
20,2607561
21,2343926
22,2385641
23,2404909
24,2341332
25,2387029
26,2333342
27,2471080
28,2392002
29,2341232
30,2501087
31,2365494
32,2560632
33,2347768
34,2336954
35,2466609
36,2460968
37,2349854
38,2338323
39,2388330
40,2410995
41,2363952
42,2386140
43,2381672
44,2343188
45,2327090
46,2278930
47,2321359
48,2473614
49,2343932
50,2541830
51,2343066
52,2350172
53,2279265
54,2279326
55,2286937
56,2393643
57,2408926
58,2334914
59,2318123
60,2334001
61,2333966
62,2386054
63,2333479
64,2398551
65,2416774
66,2291094
67,2288270
68,2382505
69,2379495
70,2411118
71,2344027
72,2684991
73,2339669
74,2465714
75,2340314
76,2354385
77,2429973
78,2484570
79,2342937
80,2333950
81,2397011
82,2340263
83,2386177
84,2395309
85,2338616
86,2359952
87,2344567
88,2355000
89,2333259
90,2339268
91,2541290
92,2344481
93,2326641
94,2279765
95,2419263
96,2363087
97,2405585
98,2343401
99,2337064
100,2386496
