#iteracion,cantidad clocks
1,17371965
2,16140313
3,16357138
4,16194219
5,16830395
6,16165028
7,15799189
8,15770978
9,16066350
10,17306677
11,16074321
12,15948510
13,16086211
14,16317815
15,16117225
16,15836269
17,15750438
18,16012455
19,16224532
20,16276051
21,15744608
22,16519717
23,16664774
24,16141703
25,16389446
26,16170243
27,16303812
28,16409543
29,16182893
30,16178697
31,16433773
32,16192417
33,16014406
34,16182659
35,16148829
36,15989266
37,15900309
38,16064431
39,15731578
40,16085490
41,15986782
42,16286086
43,15873822
44,16203613
45,15938632
46,16039318
47,16165924
48,15846708
49,15803443
50,16285314
51,16029259
52,15849017
53,16275090
54,16243517
55,15899401
56,16178409
57,15831878
58,16129122
59,16142656
60,16468986
61,15867637
62,15970821
63,16039510
64,16025355
65,16183828
66,15692335
67,16126240
68,15763730
69,15913220
70,16101178
71,15828523
72,15972792
73,15913629
74,15684396
75,15972621
76,15973218
77,15870353
78,15881509
79,15642173
80,16214677
81,15893603
82,15641611
83,16273143
84,15707253
85,16259367
86,15848228
87,15904157
88,16149292
89,16064150
90,16351492
91,16542926
92,16039957
93,16360640
94,16019318
95,16219777
96,16201331
97,20772129
98,21799716
99,16300375
100,15816068
