#iteracion,cantidad clocks
1,2551075
2,2474888
3,2422699
4,2328852
5,2412102
6,2335917
7,2318965
8,2323295
9,2323178
10,2446495
11,2377045
12,2594752
13,2542385
14,2332207
15,2320334
16,2319324
17,2319778
18,2431220
19,2517066
20,2553098
21,2423653
22,2327683
23,2319912
24,2320556
25,2390442
26,2480050
27,2402109
28,2464026
29,2325231
30,2641125
31,2337567
32,2516349
33,2338213
34,2454575
35,2364779
36,2425385
37,2336858
38,2574171
39,2342107
40,2324194
41,2709068
42,2368018
43,2316827
44,2320373
45,2421270
46,2324251
47,2308347
48,2485001
49,2344426
50,2376287
51,2320213
52,2450775
53,2642314
54,2372851
55,2325716
56,2320041
57,2458512
58,2477441
59,2333612
60,2347281
61,2711047
62,2380485
63,2359414
64,2458055
65,2416667
66,2325430
67,2321416
68,2320703
69,2799203
70,2448223
71,2832031
72,2548477
73,2563749
74,2363713
75,2340574
76,2320946
77,2504882
78,2426858
79,2327080
80,2321479
81,2320194
82,2320215
83,2460260
84,2798408
85,2853625
86,2430986
87,2335750
88,2267525
89,2651106
90,2336656
91,2444455
92,2386426
93,2322332
94,2393311
95,2276199
96,2341567
97,2321586
98,2403698
99,2327757
100,2320959
