#iteracion,cantidad clocks
1,9019493
2,9962858
3,8596918
4,8373852
5,8431550
6,8275765
7,8415246
8,8621222
9,9331012
10,12057217
11,12166113
12,10827659
13,8523490
14,8375823
15,8190433
16,8358043
17,8139812
18,8323587
19,8153167
20,8335155
21,8022565
22,8327875
23,8168924
24,8301172
25,8220800
26,8349469
27,8195937
28,8339406
29,8024140
30,8263282
31,8212506
32,8476157
33,8328413
34,8284827
35,8210739
36,8229719
37,8021026
38,8303487
39,8237321
40,8359759
41,8338550
42,8590298
43,8354881
44,8536445
45,8553704
46,8246687
47,8395381
48,8510679
49,8290181
50,8288700
51,8352271
52,8222603
53,8748980
54,9331669
55,9465216
56,8523833
57,9365850
58,8614253
59,9103298
60,9510411
61,8369917
62,8380657
63,8331664
64,8431182
65,8543712
66,8677913
67,8083805
68,8369098
69,8243989
70,8571524
71,8235619
72,8391565
73,8388861
74,8212050
75,8187351
76,8646031
77,8210144
78,8356344
79,8276632
80,8522761
81,8350994
82,8171189
83,8695290
84,8495535
85,8352158
86,8385028
87,8323674
88,8305609
89,8249514
90,8468618
91,8303550
92,8252141
93,8167462
94,8389432
95,8271739
96,8456144
97,8433975
98,8358441
99,8107386
100,8346581
