#iteracion,cantidad clocks
1,8447246
2,8424154
3,8174090
4,8321109
5,8299651
6,8220838
7,7917329
8,8273861
9,8263752
10,9134265
11,8441246
12,8094219
13,8327318
14,8258376
15,8349972
16,7920186
17,8116101
18,8238498
19,9157482
20,8342556
21,8184021
22,8118552
23,8373146
24,7996629
25,8113039
26,8093136
27,8408821
28,8271542
29,8266032
30,8091685
31,8291351
32,9047515
33,8220891
34,7994514
35,8285856
36,8323660
37,8382659
38,7921662
39,8347400
40,9035441
41,8088022
42,8272850
43,8138130
44,8393919
45,8124447
46,8087085
47,8327706
48,8310389
49,7995126
50,8126402
51,8008084
52,8187324
53,8855036
54,8347798
55,7986995
56,8181951
57,8264509
58,9109866
59,8665378
60,8604993
61,8615285
62,9489659
63,8609697
64,8061467
65,8239904
66,9099073
67,8532614
68,8012599
69,8138855
70,8266617
71,8574837
72,8134829
73,8274422
74,8033529
75,8412421
76,8244629
77,8270097
78,7973761
79,8170887
80,8987759
81,8310573
82,7918376
83,8169302
84,8548017
85,8456122
86,8339059
87,8098989
88,8878941
89,8244897
90,8332942
91,7997140
92,8321214
93,8061462
94,8064062
95,8303566
96,8373987
97,8344699
98,8228662
99,7996072
100,8131754
