#iteracion,cantidad clocks
1,25832954
2,25873383
3,25849942
4,25670068
5,25524199
6,25369224
7,25362890
8,25369355
9,25330651
10,25591584
11,25374715
12,25334403
13,25369760
14,25353877
15,25673349
16,25497382
17,25346164
18,25385309
19,25336382
20,25372189
21,25451199
22,25369903
23,25597981
24,25422396
25,25472859
26,25351262
27,25377491
28,25343878
29,25355006
30,25342297
31,25541359
32,25354077
33,25362847
34,25369684
35,25375128
36,25373900
37,25371691
38,25541227
39,25368810
40,25373236
41,25400893
42,25368757
43,25534577
44,25448560
45,25382025
46,25407486
47,25355702
48,25357090
49,25376721
50,25336010
51,25371126
52,25354562
53,25365934
54,25345564
55,25356643
56,25376188
57,25345266
58,25371564
59,25844852
60,25685489
61,25395819
62,25371883
63,25351322
64,25358275
65,25355187
66,25380979
67,25356863
68,25366718
69,25333145
70,25367532
71,25368110
72,25376800
73,25374419
74,25519092
75,25367891
76,25354987
77,25374148
78,25367302
79,25332563
80,25365299
81,25363946
82,25384625
83,25374277
84,25332860
85,25367006
86,25342298
87,25368365
88,25369228
89,25370556
90,25862501
91,25506178
92,25948654
93,25979497
94,25852058
95,25630885
96,25773446
97,25629374
98,55911073
99,73581249
100,30430568
