#iteracion,cantidad clocks
1,60792366
2,60977690
3,61115629
4,61075567
5,60892865
6,61129791
7,60820972
8,61483477
9,61579944
10,61483733
11,60694036
12,60704660
13,60711869
14,60773914
15,61114360
16,61082014
17,61102166
18,60985312
19,61081568
20,61051781
21,61076741
22,61130850
23,61074567
24,61097840
25,61051672
26,61099359
27,61078597
28,61096721
29,61140383
30,61034476
31,61079124
32,61083712
33,61083069
34,61124227
35,61211766
36,61090681
37,61092439
38,61665737
39,61241311
40,61811633
41,61421506
42,61976453
43,61137722
44,61234779
45,61962107
46,62098369
47,62703184
48,61607930
49,61140770
50,61540264
51,62533675
52,61863277
53,61778201
54,61674159
55,61631797
56,61697140
57,61693402
58,62184268
59,62063509
60,62553019
61,61924256
62,61454306
63,61797446
64,62318860
65,61977562
66,62061543
67,61996185
68,61333939
69,61969314
70,62719909
71,71268156
72,68197124
73,63198094
74,62820174
75,63102466
76,63515902
77,63593802
78,63230300
79,62874200
80,62753644
81,62814163
82,62771259
83,62629105
84,62415857
85,63270653
86,63545728
87,63604410
88,62735290
89,62346762
90,62635404
91,61944101
92,62192645
93,62443705
94,62319753
95,62014421
96,61195943
97,61186718
98,61302815
99,61352544
100,61949896
