#iteracion,cantidad clocks
1,26070579
2,25950587
3,25956074
4,26071798
5,26016087
6,25834819
7,26124631
8,25996793
9,26102307
10,26107532
11,26053666
12,25808512
13,25851826
14,26142130
15,25800134
16,25829711
17,26048253
18,26030931
19,26081746
20,25627857
21,25655242
22,25714625
23,25726046
24,25663992
25,25625750
26,25691569
27,25368781
28,25379769
29,25395662
30,25355143
31,25393567
32,25484760
33,25402989
34,25375961
35,25388192
36,25370795
37,25392810
38,25412149
39,25398729
40,25362270
41,25555651
42,25437348
43,25391882
44,25393401
45,25357417
46,25393477
47,25375021
48,25409181
49,25361370
50,25395567
51,25387344
52,25359480
53,25409506
54,25380028
55,25405970
56,25369536
57,25383860
58,25416300
59,25371854
60,25395950
61,25376788
62,25600365
63,25745715
64,25693466
65,25396333
66,25352409
67,25390134
68,25389289
69,25382567
70,25404335
71,25355536
72,25394993
73,25379981
74,25390582
75,25399929
76,25356931
77,25391264
78,25783885
79,25610623
80,25528013
81,25622797
82,25661560
83,25385977
84,25625701
85,25462335
86,25369897
87,25402788
88,25354370
89,25393030
90,25359971
91,25889449
92,25855560
93,25615353
94,25451069
95,25604421
96,25455091
97,25388598
98,25375467
99,25388727
100,25356820
