#iteracion,cantidad clocks
1,166199269
2,164408076
3,167880884
4,168406269
5,164637859
6,164645211
7,164310064
8,165073439
9,164498556
10,164334717
11,165297432
12,164993305
13,164418677
14,165879985
15,164886226
16,164524521
17,164305119
18,164515452
19,164493451
20,164366558
21,164763183
22,164517769
23,165871184
24,164520280
25,164585308
26,164732313
27,165708815
28,169090210
29,169962846
30,169377400
31,169618761
32,169566882
33,168604448
34,168168558
35,168551568
36,168683021
37,168553044
38,168087667
39,168280893
40,168599540
41,167261527
42,164796489
43,166132562
44,164918927
45,164603519
46,164355580
47,165090378
48,164520892
49,165053850
50,165714530
51,166275259
52,167374359
53,164968713
54,164919083
55,165226142
56,164431233
57,164446673
58,165847120
59,164303413
60,164692054
61,164871522
62,164553862
63,164326072
64,165028530
65,164598105
66,164468148
67,164532479
68,164906044
69,164590050
70,164498174
71,164420006
72,166501266
73,165874502
74,164509681
75,164568204
76,166078602
77,165487433
78,164508426
79,164431787
80,164513034
81,164385575
82,164295403
83,164269049
84,164653590
85,164621017
86,165108906
87,165805366
88,165508650
89,164335532
90,164530877
91,164424075
92,164496693
93,164699598
94,165240041
95,164492497
96,164679128
97,165030340
98,165218009
99,164257455
100,164456196
