#iteracion,cantidad clocks
1,329519512
2,330071645
3,325713085
4,323412302
5,323535913
6,325983387
7,329687089
8,327232376
9,324988535
10,323471746
11,323147381
12,323083605
13,326890826
14,335263038
15,344136989
16,345173977
17,344302868
18,361972523
19,342401004
20,341101940
21,335643227
22,340488635
23,338276165
24,337762886
25,341141193
26,339119848
27,343400885
28,342306173
29,341021357
30,340819157
31,342143381
32,339440499
33,333550729
34,325691880
35,333653537
36,341007625
37,340886894
38,333434766
39,325052741
40,330727179
41,339075032
42,338384947
43,336403394
44,328411105
45,325822025
46,335283387
47,339501069
48,335226986
49,326711247
50,323868057
51,336781409
52,339918663
53,329672900
54,323678293
55,323521124
56,325849202
57,331255956
58,328795671
59,324105251
60,324715455
61,328497262
62,323370629
63,323007247
64,322789382
65,322877669
66,323037337
67,323441671
68,325143050
69,324629325
70,324108998
71,322785586
72,324524827
73,328441509
74,323898887
75,324136252
76,323578156
77,323317862
78,322979097
79,324599234
80,322951514
81,325851891
82,326654912
83,327341870
84,327403264
85,331661019
86,324714537
87,323093450
88,322978815
89,322766014
90,322698148
91,322731491
92,322776392
93,325340542
94,325344001
95,324090376
96,322901620
97,324170007
98,327485922
99,323260705
100,324233132
