#iteracion,cantidad clocks
1,114044672
2,109993300
3,110302761
4,110539697
5,111530989
6,111658394
7,112553274
8,110697539
9,109599018
10,109282287
11,109357255
12,109393284
13,109169559
14,109157573
15,109108942
16,109140135
17,109346237
18,109155643
19,109134141
20,112406127
21,112251955
22,109698191
23,109187908
24,109395832
25,113563419
26,110628296
27,110337020
28,109878195
29,109251880
30,109227989
31,111485886
32,109826563
33,109941226
34,109283231
35,109171646
36,109162538
37,109124488
38,109125142
39,109136158
40,110818939
41,117008140
42,120728977
43,119891819
44,119487405
45,119602849
46,119173131
47,121073126
48,117172648
49,117811630
50,117055677
51,116481141
52,116375499
53,116767996
54,119140039
55,118273462
56,118640095
57,118529070
58,118911798
59,119680824
60,116196802
61,114159020
62,112399953
63,112984959
64,109921310
65,109360163
66,111748910
67,109970409
68,109500321
69,109193141
70,109358209
71,110499652
72,109866861
73,111376941
74,111933679
75,117022031
76,116639858
77,112139203
78,116924292
79,114921834
80,110143799
81,109361511
82,109349590
83,109531742
84,112192712
85,115177961
86,111781934
87,109832236
88,109167872
89,109718616
90,109619397
91,109292844
92,109238763
93,109375049
94,109197602
95,109200958
96,109415264
97,109242231
98,109272361
99,110786368
100,109682752
