#iteracion,cantidad clocks
1,110502295
2,107258906
3,106672324
4,107529253
5,103909351
6,100653144
7,99326183
8,98925802
9,98882679
10,99140861
11,99441708
12,100483105
13,99081702
14,98892652
15,98873438
16,98880827
17,98837330
18,99231274
19,101610852
20,103965471
21,101057960
22,102906628
23,102627621
24,99105715
25,99115571
26,98876765
27,98834645
28,98856088
29,98866333
30,98842590
31,101902760
32,111361929
33,99489100
34,98948565
35,99168425
36,98897244
37,98852270
38,98890145
39,98834062
40,98843529
41,98824338
42,100176751
43,99437609
44,103124168
45,108247265
46,110819690
47,110720595
48,108565358
49,108760278
50,109100571
51,110089747
52,117904529
53,118069999
54,110475962
55,149234800
56,105892469
57,106446928
58,106009839
59,105537993
60,106059640
61,105892113
62,105554166
63,105456489
64,106280671
65,104187130
66,100348946
67,99460032
68,101443833
69,104093197
70,101857004
71,99604333
72,98985520
73,98978363
74,98944672
75,99191544
76,99568556
77,100243099
78,101117581
79,99505777
80,102228991
81,101568474
82,107810642
83,106121381
84,101232034
85,101604378
86,103433611
87,99879031
88,99209037
89,99031563
90,98964981
91,98957544
92,102287262
93,102566593
94,99740965
95,98951641
96,99913189
97,101896199
98,100020654
99,99047757
100,98949189
