#iteracion,cantidad clocks
1,159225581
2,158194585
3,158059887
4,161506139
5,157927597
6,157196457
7,157225223
8,157245800
9,157352575
10,157162553
11,157147302
12,157755479
13,157432655
14,159794398
15,157960099
16,157163467
17,157344121
18,157577590
19,157304808
20,157155502
21,157471056
22,158309560
23,159188276
24,157265442
25,158880977
26,161360433
27,157956845
28,159472235
29,162338742
30,163049625
31,163479809
32,162113631
33,190591330
34,162072451
35,162672870
36,162947861
37,162499198
38,162796945
39,162532906
40,164057940
41,162677304
42,162263354
43,161592455
44,160500388
45,158558345
46,157573398
47,159290087
48,157856136
49,157200262
50,159439854
51,157387332
52,157503058
53,162802580
54,161779553
55,158274334
56,157229585
57,157776599
58,157331726
59,159152148
60,159531808
61,157244968
62,157169441
63,157292245
64,157200546
65,157213216
66,157324035
67,157243736
68,157418295
69,157934637
70,157654320
71,157650312
72,157508488
73,158538206
74,158239562
75,160447937
76,158095799
77,157188562
78,157237344
79,157236886
80,157607902
81,158469280
82,158072526
83,157234170
84,157148155
85,157192883
86,157550262
87,157621780
88,157376718
89,157558649
90,160509622
91,157741508
92,157498789
93,157189547
94,157173599
95,157184965
96,157167455
97,157164997
98,158956954
99,157642424
100,157401099
