#iteracion,cantidad clocks
1,67515848
2,66466392
3,66342232
4,66415351
5,66908973
6,66393453
7,67228638
8,67514652
9,66631340
10,66323500
11,66337931
12,66912781
13,66366045
14,66325121
15,66470025
16,66313831
17,66320671
18,66426086
19,66367173
20,66296279
21,66790277
22,66322950
23,66337061
24,66876546
25,66651211
26,66335209
27,66415952
28,66311497
29,66318407
30,66476312
31,66320655
32,66299716
33,67625342
34,67720818
35,66412253
36,66440431
37,66332136
38,66416551
39,66290911
40,66339660
41,66408068
42,66324528
43,66357261
44,66416079
45,66294902
46,66519720
47,66758869
48,68120718
49,68991376
50,67878686
51,67625237
52,67823397
53,66726943
54,66336008
55,66369041
56,66412575
57,66446556
58,66317647
59,66404881
60,66316656
61,66380857
62,66416523
63,66649520
64,66407450
65,66546835
66,66996718
67,68980673
68,68484623
69,69195136
70,69775152
71,71620326
72,76435237
73,69003638
74,68941276
75,68826573
76,68890572
77,69244129
78,69156521
79,68842538
80,68689012
81,68023138
82,68646992
83,68400171
84,68768800
85,68743705
86,68514254
87,68702394
88,68503364
89,68350400
90,68491655
91,68097799
92,68301076
93,69431540
94,69321131
95,69943272
96,69844630
97,69786603
98,68971846
99,68482691
100,68256034
