#iteracion,cantidad clocks
1,67193783
2,66021572
3,65980705
4,65977492
5,66401225
6,66125598
7,66194354
8,66494955
9,67150544
10,66392074
11,66385538
12,66006117
13,66119641
14,66005342
15,66176570
16,65971005
17,65990155
18,65973103
19,65951965
20,66078275
21,65985669
22,65973603
23,65975485
24,65968909
25,65973723
26,66138119
27,65978231
28,65992220
29,65948215
30,65971984
31,65968636
32,66199064
33,67213932
34,67002799
35,66244299
36,66538154
37,66018520
38,67275251
39,66785626
40,68765897
41,66826959
42,66203787
43,66029468
44,66142479
45,65978594
46,66219448
47,65977426
48,65992269
49,65977225
50,65976436
51,66080792
52,66004063
53,65953264
54,65983503
55,66185339
56,66252792
57,66443526
58,66003734
59,66059976
60,66506324
61,66245283
62,65975268
63,66397908
64,66016304
65,66017939
66,66374695
67,67342038
68,67638269
69,68428708
70,68458223
71,68731596
72,68513194
73,68595346
74,68250794
75,68550254
76,68288605
77,68401745
78,68396302
79,68480420
80,68161707
81,68206297
82,68322752
83,67914547
84,67876273
85,68263916
86,69090276
87,67867455
88,68193348
89,68198792
90,68264472
91,68000993
92,67793059
93,68059133
94,67993911
95,68446017
96,68601563
97,68253218
98,68458469
99,68862787
100,68476038
