#iteracion,cantidad clocks
1,6285052
2,6071119
3,6245363
4,5999908
5,6098403
6,6143315
7,6134023
8,6232077
9,6041598
10,5971947
11,6242433
12,6000144
13,6110500
14,6081986
15,6018536
16,6192830
17,5975560
18,6020183
19,5973536
20,5967708
21,6205009
22,6022887
23,5971229
24,6025559
25,5976518
26,6029495
27,5974982
28,5973948
29,5993112
30,5975907
31,5971492
32,6019637
33,5986061
34,5991998
35,5975567
36,5973667
37,5991261
38,5975680
39,5970530
40,6014888
41,5971079
42,5965386
43,5991532
44,5968714
45,5986616
46,5971706
47,6089881
48,6261978
49,6037308
50,6182556
51,6171317
52,5972623
53,5993924
54,5977199
55,5982611
56,6025374
57,5975559
58,5994437
59,5991110
60,6140714
61,6114149
62,6077054
63,6121216
64,6227679
65,6021180
66,6093287
67,6112228
68,5972629
69,6182191
70,6070401
71,6145026
72,6165629
73,6164343
74,6160177
75,6026800
76,5971430
77,6211268
78,6108997
79,6157526
80,6122682
81,6179860
82,6247721
83,6072059
84,5971470
85,6183326
86,6018195
87,6122027
88,6146087
89,6119806
90,6167180
91,6164792
92,6115914
93,6183626
94,6120294
95,6327746
96,6132299
97,6045997
98,6183491
99,6218132
100,6172066
