#iteracion,cantidad clocks
1,4018359
2,3961036
3,3985277
4,4083294
5,3872187
6,3864045
7,3862892
8,4048288
9,3969588
10,3865372
11,3865046
12,4009977
13,3963343
14,3956062
15,4003094
16,3990090
17,3955732
18,3863231
19,3862954
20,4031155
21,3989756
22,3865381
23,3957550
24,4025380
25,3925587
26,3865407
27,3863856
28,4019328
29,3968917
30,3926858
31,3993692
32,4120753
33,3965978
34,3900783
35,3862432
36,3901692
37,3872183
38,3866912
39,3936815
40,4286361
41,3988572
42,3907051
43,3865030
44,3885935
45,3872667
46,3868635
47,3864422
48,3865021
49,3944556
50,3875047
51,3864836
52,3863146
53,3889776
54,3871919
55,3945443
56,3970054
57,3887881
58,3871746
59,3865050
60,3864692
61,3914531
62,3874553
63,3866457
64,3864533
65,3905003
66,3874282
67,3884147
68,3862842
69,3911863
70,3876262
71,3866655
72,3864393
73,3889901
74,3871319
75,3864534
76,3862464
77,3883649
78,3873295
79,3866319
80,3864499
81,3864192
82,3916726
83,3870745
84,3882020
85,3862094
86,3889457
87,3872126
88,3864803
89,3864493
90,3957776
91,3971006
92,3954459
93,3862676
94,3998228
95,3982651
96,3866265
97,3863899
98,3965090
99,3988545
100,3865186
