#iteracion,cantidad clocks
1,2538665
2,2397186
3,2304563
4,2299277
5,2299330
6,2298908
7,2298727
8,2298989
9,2390476
10,2324819
11,2245904
12,2245404
13,2287801
14,2298894
15,2365281
16,2411430
17,2307393
18,2298220
19,2307301
20,2245872
21,2245505
22,2245608
23,2445891
24,2305651
25,2298547
26,2298973
27,2299466
28,2299108
29,2299922
30,2401481
31,2305849
32,2299103
33,2299253
34,2299162
35,2299318
36,2380247
37,2306180
38,2301089
39,2298499
40,2298718
41,2299335
42,2350684
43,2479217
44,2348619
45,2248560
46,2245793
47,2246159
48,2246435
49,2246164
50,2391804
51,2310191
52,2301701
53,2283014
54,2245822
55,2245981
56,2245754
57,2377251
58,2307161
59,2301003
60,2283420
61,2245898
62,2245639
63,2245241
64,2304045
65,2251057
66,2258811
67,2322771
68,2299258
69,2287144
70,2245603
71,2343478
72,2304133
73,2300625
74,2286430
75,2245575
76,2245178
77,2245417
78,2292091
79,2251721
80,2247854
81,2245440
82,2245552
83,2245272
84,2311039
85,2527801
86,2332525
87,2247516
88,2245968
89,2245624
90,2245216
91,2245963
92,2245312
93,2299076
94,2251839
95,2245683
96,2245758
97,2245559
98,2245018
99,2245556
100,2558861
