#iteracion,cantidad clocks
1,12729537
2,12670433
3,12569885
4,12724196
5,12676242
6,12706518
7,12728985
8,12527042
9,12671177
10,12688697
11,12945896
12,12799822
13,12723514
14,12816029
15,12790640
16,12847741
17,12791536
18,12640895
19,12695828
20,12470833
21,12486746
22,12458208
23,12409388
24,12431489
25,12429236
26,12454590
27,12410052
28,12604369
29,12704801
30,12790892
31,12621375
32,12564246
33,12745148
34,13003945
35,12835046
36,12781817
37,12669660
38,12778541
39,12836935
40,12801382
41,12883022
42,12759203
43,12771106
44,12857787
45,12790919
46,12795033
47,12720148
48,12754866
49,12824022
50,12800864
51,12726020
52,12623203
53,12704310
54,12644037
55,12834160
56,12505520
57,12664921
58,12696436
59,12627958
60,12805690
61,12532411
62,12682601
63,12664617
64,12508111
65,12446834
66,12411660
67,12429702
68,12453310
69,12430187
70,12411404
71,12450303
72,12647257
73,12636974
74,12427815
75,12410041
76,12451655
77,12427622
78,12541010
79,12416085
80,12435246
81,12459317
82,12430641
83,12410865
84,12454281
85,12428015
86,12427561
87,12451411
88,12407494
89,12430500
90,12476797
91,12434145
92,12410677
93,12489765
94,12427581
95,12450443
96,12427320
97,12408444
98,12455326
99,12425999
100,12450922
