#iteracion,cantidad clocks
1,12241081
2,12068568
3,12359990
4,13020672
5,12298406
6,12180234
7,12290913
8,12337224
9,12185526
10,12365524
11,12107920
12,11981850
13,11972718
14,11920595
15,11944418
16,12201085
17,12099845
18,11929310
19,11945560
20,11943645
21,11967733
22,11925415
23,11943566
24,11969143
25,11943652
26,11922975
27,11941176
28,11987668
29,12126359
30,12001710
31,13054805
32,14116689
33,13898388
34,12468341
35,12244461
36,12328747
37,12480771
38,12421637
39,12357246
40,12247462
41,12279525
42,12443351
43,13302852
44,12305155
45,12293183
46,13079621
47,13966085
48,12533566
49,12001528
50,12231717
51,12350274
52,12443469
53,12927038
54,12229582
55,12260452
56,12191789
57,12427467
58,12225418
59,12282216
60,12301609
61,12318349
62,12331182
63,12340530
64,12220519
65,11984032
66,11965427
67,11940974
68,11968350
69,11942349
70,11967381
71,11933772
72,11940759
73,11962555
74,11925093
75,11942139
76,11964462
77,11961165
78,11914639
79,11974029
80,12126960
81,11933014
82,11914206
83,11964647
84,11934123
85,11958355
86,11914982
87,11934325
88,11964596
89,11930683
90,11915512
91,11979010
92,11933805
93,11956007
94,11914702
95,11932936
96,11963871
97,11931934
98,11912848
99,12138858
100,11934289
