#iteracion,cantidad clocks
1,3561069
2,3479932
3,3524378
4,3570708
5,3481311
6,3474569
7,3564606
8,3482773
9,3476864
10,3474273
11,3473703
12,3502705
13,3480724
14,3474297
15,3474592
16,3905367
17,3555939
18,3475432
19,3475662
20,3474053
21,3528002
22,3481315
23,3566660
24,3478415
25,3497567
26,3480342
27,3477406
28,3475349
29,3474426
30,3495612
31,3480856
32,3474691
33,3475128
34,3474458
35,3527263
36,3478606
37,3475613
38,3475451
39,3495701
40,3480546
41,3475237
42,3491246
43,3475977
44,3525327
45,3481185
46,3474991
47,3474921
48,3495180
49,3479800
50,3477151
51,3474424
52,3473855
53,3499107
54,3481030
55,3474628
56,3474145
57,3486085
58,3526118
59,3478226
60,3489361
61,3495046
62,3499095
63,3479784
64,3475576
65,3474320
66,3474188
67,3525403
68,3481003
69,3474714
70,3475151
71,3495142
72,3479248
73,3477987
74,3474203
75,3474041
76,3496140
77,3479545
78,3474400
79,3474892
80,3490456
81,3582779
82,3480148
83,3474402
84,3474234
85,3497137
86,3480048
87,3476492
88,3474300
89,3475024
90,3497222
91,3479079
92,3473484
93,3475247
94,3552564
95,3481672
96,3477826
97,3474647
98,3473782
99,3524025
100,3582388
