#iteracion,cantidad clocks
1,6232894
2,6206846
3,6121384
4,6101020
5,6257928
6,5976291
7,6141493
8,6095117
9,5975056
10,6193132
11,6142901
12,6065751
13,6224402
14,6130264
15,6196824
16,6140653
17,6093902
18,6195122
19,6018150
20,6091214
21,6111910
22,5975019
23,6225884
24,6031992
25,6161611
26,6270489
27,5977775
28,6060831
29,5972554
30,5970114
31,6027270
32,5972204
33,5970080
34,6027465
35,5971175
36,6053576
37,6167370
38,5974256
39,6032740
40,5977855
41,5974168
42,6032050
43,5976380
44,6057712
45,5977662
46,5975282
47,5997479
48,5977273
49,5973501
50,5994005
51,5976032
52,6019717
53,5977930
54,5974100
55,5995237
56,5977507
57,6077769
58,6185351
59,6104597
60,6005557
61,5978721
62,5975157
63,6000331
64,5977076
65,6111946
66,6092400
67,5976336
68,6090039
69,6088191
70,6217795
71,6208826
72,6146480
73,6231231
74,6122048
75,6185115
76,6151043
77,6122653
78,6078777
79,6212807
80,6150812
81,6173317
82,6131439
83,6194558
84,6217017
85,6105275
86,5973114
87,6227736
88,5974373
89,6145888
90,6108937
91,6021956
92,6142314
93,6150298
94,6316843
95,6122372
96,6158136
97,6145614
98,6068713
99,5973942
100,6196747
