#iteracion,cantidad clocks
1,35626570
2,35376203
3,35335760
4,34894253
5,34892028
6,34921943
7,34475942
8,34605578
9,34863722
10,34562924
11,34827838
12,34740489
13,34512531
14,34450989
15,34469118
16,35069631
17,34959478
18,34818412
19,34789851
20,34951199
21,34970269
22,34859059
23,34678762
24,34731263
25,34510370
26,34509292
27,34490401
28,34559941
29,34498602
30,34676740
31,34484430
32,34469861
33,34474468
34,34693621
35,34527397
36,34481234
37,34481203
38,34471149
39,34516650
40,34465616
41,34802276
42,34492695
43,34478807
44,34472812
45,34475341
46,34885917
47,34762693
48,34476239
49,34538739
50,34487977
51,34476232
52,34471188
53,34470125
54,34533188
55,34478014
56,34472296
57,34474438
58,34472274
59,34516599
60,34470511
61,34501278
62,34476180
63,34471406
64,34468166
65,34481914
66,34611045
67,35471452
68,34892642
69,34676244
70,35080223
71,35775028
72,35696756
73,35611948
74,35825072
75,35550734
76,35678584
77,35702745
78,35668599
79,35654818
80,35733674
81,35732178
82,35632623
83,35736515
84,35556185
85,35710377
86,35706877
87,35717284
88,35092720
89,34478966
90,34520168
91,34492481
92,34468989
93,34469258
94,34514154
95,34468971
96,34447422
97,34467970
98,34482907
99,34464973
100,34470586
