#iteracion,cantidad clocks
1,35364214
2,34963353
3,35043740
4,34935993
5,34519291
6,34475228
7,34515367
8,34484701
9,34774798
10,34614893
11,35105650
12,35303323
13,35493537
14,35653993
15,35094007
16,35398268
17,35485568
18,35464451
19,35146061
20,34987437
21,34982468
22,34928540
23,34561656
24,34574894
25,34485818
26,34486655
27,34497169
28,34515681
29,34591596
30,34528725
31,34504512
32,34526242
33,34463816
34,34501034
35,34484503
36,34479586
37,34511858
38,34500748
39,34478234
40,34504004
41,34491685
42,34482017
43,34484584
44,34524718
45,34480945
46,34511945
47,34499699
48,34482406
49,34478932
50,34487095
51,34484157
52,34481644
53,34488945
54,34476486
55,34476798
56,34618765
57,34757124
58,34510678
59,34486895
60,34458463
61,34476889
62,34710538
63,34974642
64,34505017
65,34518582
66,35395210
67,35144884
68,34938609
69,34815683
70,34489632
71,34483671
72,34547645
73,34648812
74,34478878
75,34499234
76,34515940
77,34522997
78,34499493
79,34474408
80,34480112
81,34506396
82,34474085
83,34513691
84,34650091
85,34644116
86,34679249
87,34498240
88,34508298
89,34488954
90,34503919
91,34483808
92,34522081
93,34494600
94,34478428
95,34492003
96,34533521
97,34488157
98,34477960
99,34474259
100,34480502
