#iteracion,cantidad clocks
1,35424982
2,35496734
3,35328721
4,35223732
5,35222277
6,35656713
7,35331299
8,34860553
9,35208165
10,35037205
11,34729497
12,34695103
13,34653760
14,34416635
15,34456018
16,34555029
17,34959838
18,34907422
19,34870976
20,34691840
21,34688881
22,34415610
23,34411156
24,34412175
25,34427217
26,34415930
27,34684346
28,34427852
29,34411921
30,34412127
31,34407276
32,34407308
33,34415111
34,34648265
35,34458840
36,34416438
37,34449652
38,34413267
39,34412810
40,34489509
41,34414755
42,34430693
43,34411586
44,34411141
45,34441083
46,34435880
47,34410686
48,34407600
49,34423781
50,34895733
51,34828852
52,34493049
53,34390560
54,34411463
55,34443947
56,34410921
57,34445400
58,34424118
59,34412847
60,34392565
61,34413113
62,34423533
63,34412462
64,34414470
65,34409427
66,34599387
67,34905305
68,34867448
69,35264931
70,34999811
71,34432890
72,34499190
73,34412664
74,34414193
75,34428501
76,34413913
77,34413819
78,34594434
79,34414219
80,34406819
81,34411938
82,34451052
83,34391431
84,34413133
85,34417354
86,34515080
87,35393342
88,35234568
89,35251944
90,35366885
91,35298881
92,35309192
93,35230724
94,35273280
95,35226045
96,35301865
97,35277395
98,35255033
99,35242492
100,35336824
