#iteracion,cantidad clocks
1,2432841
2,2201327
3,2376732
4,2258137
5,2258101
6,2196379
7,2196352
8,2321026
9,2252361
10,2314698
11,2257851
12,2196471
13,2195819
14,2195629
15,2195353
16,2195724
17,2314182
18,2254095
19,2274477
20,2195511
21,2195638
22,2196128
23,2195298
24,2331150
25,2256871
26,2249270
27,2230356
28,2196010
29,2196616
30,2195610
31,2273611
32,2254890
33,2277834
34,2195648
35,2196516
36,2196131
37,2196132
38,2196491
39,2224459
40,2202736
41,2196424
42,2196006
43,2195569
44,2196718
45,2195873
46,2246303
47,2205976
48,2196820
49,2195612
50,2195658
51,2196769
52,2195810
53,2217908
54,2204467
55,2199521
56,2195482
57,2195746
58,2196557
59,2195941
60,2216902
61,2204103
62,2199471
63,2196082
64,2196003
65,2196024
66,2196644
67,2196526
68,2246869
69,2206022
70,2196462
71,2196210
72,2195815
73,2196319
74,2196122
75,2219145
76,2204304
77,2197532
78,2195559
79,2196092
80,2196415
81,2196180
82,2215801
83,2204487
84,2198044
85,2196457
86,2196159
87,2195711
88,2195989
89,2196613
90,2248944
91,2562682
92,2268447
93,2283694
94,2196580
95,2196707
96,2196109
97,2224624
98,2202757
99,2196587
100,2195646
