#iteracion,cantidad clocks
1,2454591
2,2293117
3,2285112
4,2284115
5,2356246
6,2292412
7,2288000
8,2285141
9,2284607
10,2284297
11,2284702
12,2398742
13,2295598
14,2288462
15,2285120
16,2284105
17,2283843
18,2284549
19,2404528
20,2313213
21,2234788
22,2233460
23,2233227
24,2232703
25,2233128
26,2373843
27,2290855
28,2288128
29,2273088
30,2233338
31,2233387
32,2232612
33,2358433
34,2322933
35,2287167
36,2275009
37,2233548
38,2232985
39,2233513
40,2291345
41,2326082
42,2287131
43,2541625
44,2320275
45,2291402
46,2284216
47,2310300
48,2311364
49,2234085
50,2233088
51,2233869
52,2233152
53,2233298
54,2362653
55,2324304
56,2288236
57,2276069
58,2233410
59,2233303
60,2233614
61,2293765
62,2238587
63,2235727
64,2232662
65,2232697
66,2232858
67,2232830
68,2233519
69,2258960
70,2238401
71,2233073
72,2232487
73,2233431
74,2232542
75,2233224
76,2281923
77,2239793
78,2233885
79,2232917
80,2233190
81,2232597
82,2233203
83,2256281
84,2238963
85,2234466
86,2233241
87,2232825
88,2233173
89,2233200
90,2253033
91,2238445
92,2234891
93,2233151
94,2232406
95,2233176
96,2232971
97,2278341
98,2240176
99,2236066
100,2232712
