#iteracion,cantidad clocks
1,3873015
2,3488323
3,3472763
4,3583063
5,3532738
6,3574976
7,3726899
8,3495857
9,3477125
10,3601485
11,3482975
12,3480127
13,3575118
14,3484109
15,3554972
16,3537370
17,3621062
18,3489775
19,3720175
20,3483238
21,3471348
22,3474697
23,3602814
24,3651031
25,3493270
26,3684188
27,3534080
28,3654213
29,3482871
30,3549914
31,3401173
32,3465543
33,3646125
34,3697177
35,3498543
36,3491514
37,3760343
38,3535049
39,3485369
40,3475354
41,3444599
42,3655958
43,3579849
44,3487370
45,3479915
46,3639504
47,3587186
48,3566346
49,3398086
50,3396892
51,3528951
52,3502716
53,3527633
54,3682837
55,3449893
56,3620950
57,3676204
58,3514434
59,3521484
60,3559450
61,3486875
62,3415073
63,3457599
64,3473121
65,3581862
66,3401040
67,3511251
68,3598311
69,3651899
70,3481286
71,3535332
72,3400716
73,3477159
74,3559322
75,3476067
76,3515079
77,3458005
78,3668222
79,3458788
80,3487032
81,3478941
82,3622944
83,3610624
84,3487199
85,3477575
86,3427716
87,3717987
88,3741495
89,3596322
90,3401935
91,3391797
92,3634731
93,3482614
94,3567699
95,3492284
96,3580312
97,3480677
98,3665186
99,3637791
100,3479841
