#iteracion,cantidad clocks
1,5175443
2,4862292
3,4853208
4,5064988
5,4883780
6,4873640
7,4909770
8,5211185
9,4891044
10,4976717
11,4800090
12,4742526
13,4739369
14,4952965
15,4885619
16,4856046
17,4908180
18,4923835
19,4842445
20,4875888
21,4982573
22,4857129
23,4948017
24,4816844
25,4877566
26,4810902
27,4923527
28,4813542
29,4749538
30,4927430
31,4853775
32,4890504
33,4979804
34,4807073
35,4844963
36,4887554
37,4937930
38,4816778
39,4778568
40,5034347
41,4849324
42,4820211
43,4870097
44,4858057
45,4825142
46,4872007
47,4985801
48,4741739
49,4783796
50,4933848
51,5002712
52,4857842
53,4921670
54,4882912
55,4856780
56,4893031
57,4837351
58,4734669
59,4970065
60,5017078
61,4910862
62,4811418
63,4969656
64,4827752
65,4808782
66,5065640
67,4816117
68,4842869
69,5077163
70,4943387
71,4721668
72,4733747
73,5033195
74,4850484
75,4804429
76,4941873
77,5014512
78,4854618
79,4984549
80,4914099
81,4967759
82,4862262
83,4956552
84,4740386
85,4785939
86,5049465
87,4745917
88,4836620
89,4993769
90,4901647
91,4846530
92,4837245
93,4870977
94,4766529
95,4886513
96,5013810
97,4887749
98,4874845
99,4893351
100,4878183
