#iteracion,cantidad clocks
1,8207251
2,7036893
3,7066231
4,7021702
5,7002221
6,6895560
7,7005376
8,6816639
9,6707353
10,7026557
11,6866716
12,7010461
13,7041884
14,7036214
15,6830365
16,6903789
17,6896836
18,6815375
19,7020984
20,6757853
21,6828529
22,6880767
23,6955905
24,7056359
25,6849486
26,6953609
27,6901694
28,7101040
29,6878994
30,6728514
31,6974014
32,6844986
33,7030424
34,7105176
35,7074037
36,6801715
37,6913946
38,8014926
39,6720297
40,6978186
41,6706561
42,7014160
43,7559867
44,7085408
45,6987730
46,6937591
47,6909575
48,7776097
49,7193830
50,6917270
51,6942483
52,6824758
53,7007534
54,6991778
55,6884710
56,6960239
57,7331268
58,7305176
59,7008338
60,7025030
61,6857543
62,7054037
63,7720814
64,7069391
65,6973526
66,6835726
67,6962083
68,7606968
69,7047753
70,6983825
71,6935958
72,6907352
73,7684629
74,7170931
75,6842499
76,6955987
77,6734768
78,7589521
79,7041662
80,7105419
81,6954656
82,6878440
83,7755547
84,6893771
85,7002039
86,6750157
87,6950960
88,6997429
89,6834296
90,6978047
91,6864028
92,7179190
93,8270605
94,7029519
95,7013220
96,6874094
97,7023982
98,6918314
99,6942863
100,6887194
