#iteracion,cantidad clocks
1,3712442
2,3604762
3,3518853
4,3534646
5,3474771
6,3468287
7,3546339
8,3476049
9,3469370
10,3581566
11,3494926
12,3687938
13,3475076
14,3466547
15,3468542
16,4404375
17,3444278
18,3484433
19,3800421
20,3650229
21,3481392
22,3469579
23,3479900
24,3476945
25,3556983
26,3501023
27,3387840
28,3387264
29,3544993
30,3515968
31,3486848
32,3468860
33,3471782
34,3542485
35,3475128
36,3467994
37,3465801
38,3530703
39,3563482
40,3678685
41,3473990
42,3476291
43,3611498
44,3477095
45,3890885
46,3980356
47,3474335
48,3767492
49,3606945
50,3702095
51,3479465
52,3559163
53,3475422
54,4315268
55,3667939
56,3509572
57,3472569
58,3689814
59,3510991
60,3443454
61,3592686
62,3493376
63,3386238
64,3865398
65,3558720
66,3497208
67,3476236
68,3622350
69,3530971
70,3660921
71,3492883
72,3462690
73,3491512
74,3492585
75,3470792
76,3462801
77,3495105
78,3478605
79,3601090
80,3561931
81,3487690
82,3477122
83,3475097
84,3595937
85,3519278
86,3478309
87,3423504
88,3508846
89,3651832
90,3534934
91,3387624
92,3388717
93,3571050
94,3519060
95,3500162
96,3499207
97,3513403
98,3484217
99,3603538
100,3539926
