#iteracion,cantidad clocks
1,41939990
2,41984289
3,41959992
4,41423776
5,41027861
6,41014984
7,40941401
8,40825039
9,41259891
10,41398464
11,42339923
12,47477861
13,42555831
14,42406588
15,41728806
16,41817869
17,41546217
18,41590680
19,41424694
20,40986246
21,40799631
22,41016153
23,41095850
24,40791162
25,40848948
26,40779860
27,41445650
28,41111502
29,40771045
30,41259598
31,41004683
32,41369328
33,41144644
34,40805299
35,40829583
36,40867934
37,40814009
38,40919083
39,40818570
40,40829916
41,40840381
42,40787223
43,40954538
44,40780146
45,40843212
46,41448211
47,40869812
48,41383240
49,40927307
50,40824883
51,40830358
52,40798324
53,40924306
54,40840259
55,40785752
56,41456833
57,41605021
58,41195910
59,41156112
60,40788310
61,40858861
62,40834598
63,40900107
64,40870255
65,40818792
66,40828990
67,40838949
68,40938113
69,40830653
70,40817728
71,40829377
72,40938257
73,40783376
74,41020928
75,40777524
76,40865988
77,40919212
78,40804138
79,40842136
80,40835600
81,40842480
82,40916604
83,40860761
84,40826531
85,40861730
86,40782502
87,40927312
88,40927553
89,40864285
90,40842674
91,40772789
92,40955016
93,40785848
94,40841738
95,40827805
96,40820059
97,41103718
98,40882647
99,40784705
100,40862483
